ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,เวลาที่ใช้,ระยะเวลาจากวันที่เริ่มแจ้ง(วัน),ระยะเวลาจากสถานะล่าสุด(วัน),ค่า Median (วัน),ค่า Mean (วัน),ค่า Percentile 90 (วัน)
TERVH2,2023-07-13,13:20 น.,รอรับเรื่อง 514 วันที่แล้ว,เขตธนบุรี แขวงตลาดพลู,ปัญหา: มีวัชพืชขึ้นในคลองบริเวณหน้าบ้านเป็นจำนวนมาก ทำให้มีสัตว์เลื้อยคลาน สัตว์มีพิษเข้าบ้านประชาชน อยากให้เจ้าหน้าที่มาตัดวัชพืชในคลองออกบ้านเลขที่: 40/3ถนน: ราชพฤกษ์จุดสังเกต: เลยสถานีรถไฟฟ้าวุฒากาศฝั่งราชพฤกษ์ มาประมาณ 50 เมตร อยู่ซ้ายมือริมถนน บริเวณเสารถไฟฟ้าต้นที่ 352เขต: จอมทอง#1555,"เขตจอมทอง, กรมทางหลวงชนบท กระทรวงคมนาคม, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555",น้ำท่วม,เปิดเรื่องใหม่,2023-07-27,11:02 น.,ใช้เวลา 13 วัน 21 ชม.,515,501,,,
6UC6PB,2023-07-04,17:22 น.,รอรับเรื่อง 523 วันที่แล้ว,เขตบางแค แขวงบางไผ่,ปัญหา: ประชาชนแจ้งว่า ต้องการให้ย้ายป้ายรถเมลล์กลับมาจุดเดิม เนื่องจากไม่ได้รับความสะดวกจุดป้ายใหม่ปัญหาก็คือ ถนนพุทธมณฑลสาย2 จุดที่มีปัญหา ซอย 11 มันเป็นทางเข้าไปซึ่งจะไปได้หลายๆจุด ซึ่งมันไม่ใช่ซอยตัน ในตอนเช้ามาจะปกติมีป้ายรถเมล์อยู่ เวลาออกจากซอยทางซ้ายมือตัวเองจะแล้วเลี้ยวไปขึ้นรถเมล์ทางซ้ายมือซึ่งจะสะดวก ไปตามถนน ทีนี้ทางเส้นถนนมณฑลมีคนมาใช้บริการกันเยอะ เพราะในซอกซอยจะตัดไปเส้นทางอื่นๆได้ ต่อมากระเป๋ารถเมล์บอกว่า เขาย้ายป้ายรถเมล์ไปอีกฝั่ง กลายเป็นว่า ประชาชนที่มาใช้ป้ายรถเมล์ จะต้องข้ามไฟแดงซึ่งเป็นถนนสวนทาง ซึ่งตรงนั้นมีวินมอเตอร์ไซต์ มีเซเว่น กลายเป็นว่ามีในบริเวณนั้นคนเยอะ และไฟแดงตรงจุดนี้ มันเสี่ยงที่ว่า อีกฝั่งเป็นไฟเขียว จะข้ามถนนไม่สะดวก และถนนพุทธมลฑลสาย 2 มีป้ายรถเมล์น้อยมาก อยากให้ขยับให้ขยับออกไป 2-3 เมตรจากที่เดิมจะดีกว่าหรือไม่ซอย: พุทธมณฑลสาย2 ซอย11ถนน: พุทธมณฑลสาย2จุดสังเกต: ป้ายรถเมล์พุทธมณฑลสาย2 หน้าปากซอย11 เขต: บางแค#1555,"สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.), เขตบางแค, กรมการขนส่งทางบก, รองปลัดฯ นายณรงค์ เรืองศรี, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555",จุดเสี่ยง,เปิดเรื่องใหม่,2023-07-24,20:20 น.,ใช้เวลา 20 วัน 2 ชม.,524,504,,,
JAE937,2023-05-04,13:22 น.,รอรับเรื่อง 584 วันที่แล้ว,เขตจตุจักร แขวงจอมพล,ปัญหา : สะพาน เนื่องจาก สะพานข้ามคลองส่งน้ำ สร้างไม่เสร็จสักที เกือบปีแล้ว ทำให้เหลือช่องทางเข้าซอยแค่ 1 เลน เหล็กที่ปูพื้นถนนไว้ ตรงหัวมุมมันเปิดขึ้น ถ้ายางรถไปกระแทก อาจจะทำให้ยางแตกได้ ทำให้ต้องเบี่ยงหลบเข้าเลนขวา แต่รถที่จะออกจากซอยก็ออกไม่ได้เหมือนกัน พยายามติดต่อกับฝ่ายโยธา แต่ไม่มีคนรับสายเลย ขอให้ดำเนินการตรวจสอบและแก้ไขปัญหานี้ด้วยจุดเกิดเหตุ : (สถานที่สำคัญ / จุดสังเกต) บริเวณซอยวิภาวดีรังสิต 16ถนน : วิภาวดีรังสิตแขวง : จอมพล เขต : จตุจักร#1555,"กรมทางหลวง, เขตจตุจักร, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555",จุดเสี่ยง,เปิดเรื่องใหม่,2023-09-14,20:43 น.,ใช้เวลา 133 วัน 7 ชม.,585,452,,,
PPC228,2023-04-30,13:44 น.,รอรับเรื่อง 588 วันที่แล้ว,เขตมีนบุรี,* ปัญหา: ประชาชนแจ้งว่ามีกลุ่มคนใช้พื้นที่ส่วนกลางระหว่างตึก A4และA5 ซุมที่ 1 ติดถนน รวมตัวดื่มสุรา ส่งเสียงดัง สร้างความเดือดร้อนแก้ผู้พักอาศัยบริเวณใกล้เคียง ทางนิติรับทราบแต่ไม่ดำเนินการใดๆอยากให้เจ้าหน้าที่เข้ามาตรวจสอบและแก้ไช* จุดเกิดเหตุ: ซื่อตรงคอนโด* ซอย: รามอินทรา 125 * เขต: มีนบุรี#1555,"สน.มีนบุรี, ร้องทุกข์ กทม. 1555, เขตมีนบุรี, กองบังคับการตำรวจนครบาล 3 (บก.น.3), สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.), กรุงเทพมหานคร, เพื่อนชัชชาติ",เสียง,เปิดเรื่องใหม่,2023-12-19,14:15 น.,ใช้เวลา 233 วัน,589,356,,,
RLEJ4C,2023-04-22,15:50 น.,รอรับเรื่อง 596 วันที่แล้ว,เขตบางกอกน้อย แขวงอรุณอมรินทร์,หัวข้อที่ 4 //ติดตามเรื่องร้องทุกข์ เลขที่รับแจ้งอ้างอิง JNZKND* * ปัญหา: แจ้งเรื่องร้องเรียนพบเห็นรอบต่อของสะพานไม่เรียบทำให้เวลาขับขี่รถผ่านรถเด้ง รอยต่อสูงกว่าผิวถนน กลัวจะได้รับอันตราย ขอให้เจ้าหน้าที่เข้าตรวจสอบและแก้ไข* * จุดเกิดเหตุ: สะพานสมเด็จพระปิ่นเกล้า* * ถนน: สะพานสมเด็จพระปิ่นเกล้า* * เขต:บางกอกน้อย* * แขวง:อรุณอมรินทร์#1555,"กรมทางหลวงชนบท กระทรวงคมนาคม, สำนักการโยธา กทม., เขตบางกอกน้อย, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555",จุดเสี่ยง,เปิดเรื่องใหม่,2023-06-15,16:38 น.,ใช้เวลา 54 วัน,597,543,,,
JNZKND,2023-03-18,22:01 น.,รอรับเรื่อง 631 วันที่แล้ว,เขตบางพลัด แขวงบางยี่ขัน,* กรุณาอ่านข้อมูลบรรยายประกอบการปักหมุด’ * * ปัญหา: แจ้งเรื่องร้องเรียนพบเห็นรอบต่อของสะพานไม่เรียบทำให้เวลาขับขี่รถผ่านรถเด้ง รอยต่อสูงกว่าผิวถนน กลัวจะได้รับอันตราย ขอให้เจ้าหน้าที่เข้าตรวจสอบและแก้ไข* * จุดเกิดเหตุ:  สะพานสมเด็จพระปิ่นเกล้า* * บ้านเลขที่: -* * ซอย: -* * ถนน: -* * เขต:บางกอกน้อย* * แขวง:อรุณอมรินทร์#1555,"กรมทางหลวงชนบท กระทรวงคมนาคม, สำนักการโยธา กทม., เขตบางกอกน้อย, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555",จุดเสี่ยง,เปิดเรื่องใหม่,2023-06-15,16:27 น.,ใช้เวลา 88 วัน 18 ชม.,632,543,,,
7CY972,2023-03-13,12:35 น.,รอรับเรื่อง 636 วันที่แล้ว,เขตบางนา แขวงบางนา,ปัญหา: ไฟฟ้าดับตั้งแต่จุดเกิดเหตุ: เข้าไปในซอยอุดมสุข 24 ประมาณ 300 เมตร พอเจอสามแยกแล้วเลี้ยวขวา ประตูรั้วสีครีมบ้านเลขที่: 98ซอย: อุดมสุข 24ถนน: อุดมสุขเขต: บางนา#1555,"การไฟฟ้านครหลวง เขตบางนา, การไฟฟ้านครหลวง เขตบางใหญ่, ฝ่ายโยธา เขตบางนา, เขตบางนา, การไฟฟ้านครหลวง MEA, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555",อื่นๆ,เปิดเรื่องใหม่,2024-02-12,19:05 น.,ใช้เวลา 336 วัน 6 ชม.,637,301,,,
LXPHAX,2023-02-28,20:12 น.,รอรับเรื่อง 649 วันที่แล้ว,เขตบึงกุ่ม แขวงคลองกุ่ม,‘กรุณาอ่านข้อมูลบรรยายประกอบการปักหมุด’* ปัญหา : ไฟฟ้าส่องสว่างสาธารณะดับ บริเวณหน้าบ้านเลขที่3/1 เลขที่เสา R9-33//สามารถโทรติดต่อผู้แจ้งได้//* จุดเกิดเหตุ : หน้าบ้านเลขที่3/1 ติดกับถนนประเสริฐมนูกิจ* บ้านเลขที่ : 3/1* ซอย : -* ถนน : ประเสริฐมนูกิจ* เขต : บึงกุ่ม* แขวง : คลองกุ่ม#1555,"กรมทางหลวง, เขตบึงกุ่ม, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555",อื่นๆ,เปิดเรื่องใหม่,2023-08-06,18:27 น.,ใช้เวลา 158 วัน 22 ชม.,650,491,,,
M9P83W,2023-01-26,12:25 น.,รอรับเรื่อง 682 วันที่แล้ว,แขวงลำผักชี,ปัญหา: 1. ไฟในศาลารอรถ เปิดไม่ติด จุดเกิดเหตุ: ฝั่งขาออก บ้านเลขที่:- ซอย:สุวินทวงศ์45 ถนน:- เขต:-#1555,"กรมทางหลวง, เขตหนองจอก, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555",อื่นๆ,เปิดเรื่องใหม่,2024-01-06,09:34 น.,ใช้เวลา 344 วัน 21 ชม.,683,338,,,
สถิติรวม,,,,,,,,,,,,,,Median = 294.0,Mean = 279.0,Percentile = 501.6
