ticket_id,date,time,status,address,description,agency,category,ForwardedStatus,ForwardedDate,ForwardedTime,TakeTime
2024-3FW3WY,7 ธ.ค. 67,23:28 น.,รอรับเรื่อง 1 วันที่แล้ว,เขตวังทองหลาง แขวงคลองเจ้าคุณสิงห์,เรื่องขี้นกพิราบ คอนโดลาดพร้าว101 เจ้าของห้องชั้น4 ชั้น5 ปล่อยห้องไว้ไม่ดูแล นกมาทำรังที่ระเบียง ส่งกลิ่นเหม็น มาชั้น3 แจ้งนิติไปแล้ว ทางนิติแจ้งกลับมาว่าเจ้าของห้องจะมาติดมุ้งลวดที่ระเบียง แต่ต่อมาติดต่อเจ้าของห้องไม่ได้ สรุปนิติก็ไม่ทำอะไรได้ จบแค่นั้น ดิฉันจึงแจ้งมาผ่านช่องทางนี้ ได้รับการตอบกลับจากเขตบางกะปิไม่รับเรื่องเนื่องจากเป็นความดูแลของเอกชน แล้วจะให้แจ้งผ่านช่องทางไหนอีก ถึงจะกำจัดขี้นกได้คะ เอกชนแล้วยังไง ในเมื่อเราได้รับความเดือนร้อน เขตจัดการให้ไม่ได้หรอคะ ร้องเรียนเขตแทนได้ไหมคะ ฝ่ายสิ่งแวดล้อม มีไว้ทำไมคะ,"เขตวังทองหลาง, ฝ่ายสิ่งแวดล้อมฯ เขตวังทองหลาง, กรุงเทพมหานคร",ความสะอาด,รอรับเรื่อง,8 ธ.ค. 67,09:33 น.,ใช้เวลา 10 ชม. 6 นาที
2024-4ULZ4D,7 ธ.ค. 67,22:01 น.,รอรับเรื่อง 1 วันที่แล้ว,เขตสาทร แขวงทุ่งวัดดอน,ไม่แสดงรายละเอียด,กรุงเทพโปร่งใส,กรุงเทพโปร่งใส,รอรับเรื่อง,7 ธ.ค. 67,22:01 น.,รอรับเรื่อง
2024-8F4CRP,7 ธ.ค. 67,21:45 น.,รอรับเรื่อง 1 วันที่แล้ว,เขตลาดกระบัง แขวงคลองสองต้นนุ่น,ได้มีการขออนุญาติ จัดงาน ใช้เครื่องเสียง จัดดนตรี หรือไม่ ถัาไม่ได้รับอนุญาติ ทำไมถึงปล่อยให้มีการจัดงาน โดยมีการแสดงดนตรี ยามค่ำคืนเป็นเวลา 10 วัน หากไม่ได้รับอนุญาติ ทำไมถึงปล่อยให้มีการจัดงาน ทำไมผู้อยู่อาศัยต้องได้รับความเดือดร้อน เพื่อให้นายทุนได้ประโยชน์ ขอความชัดเจน ไม่เอาถ่ายรูป แล้วมาบอกดำเนินการแล้ว ขอเป็นหนังสือหลักฐานด้วย อย่าปล่อยให้ทีการจัดงานแล้วค่อยมาแก้ไข อีกไม่กี่งันงานจะเริ่มแล้ว ตกลงจะรอให้มีงานก่อนค่อยจัดการใช่มั้ย,"เขตลาดกระบัง, ฝ่ายสิ่งแวดล้อมฯ เขตลาดกระบัง, กรุงเทพมหานคร",เสียง,รอรับเรื่อง,8 ธ.ค. 67,09:06 น.,ใช้เวลา 11 ชม. 22 นาที
2024-AL3XBA,7 ธ.ค. 67,21:04 น.,รอรับเรื่อง 1 วันที่แล้ว,เขตจตุจักร แขวงจตุจักร,ไม่แสดงรายละเอียด,กรุงเทพโปร่งใส,กรุงเทพโปร่งใส,รอรับเรื่อง,7 ธ.ค. 67,21:04 น.,รอรับเรื่อง
2024-C4E6E9,7 ธ.ค. 67,21:01 น.,รอรับเรื่อง 1 วันที่แล้ว,เขตวัฒนา แขวงคลองเตยเหนือ,บริเวณทางเข้า รพ.บำรุงราษฎร์ นานาซอย 3 มีน้ำขังอีกแล้ว จากการซ่อมครั้งที่แล้ว,"เขตวัฒนา, ฝ่ายโยธา เขตวัฒนา, กรุงเทพมหานคร",อื่นๆ,รอรับเรื่อง,8 ธ.ค. 67,01:49 น.,ใช้เวลา 4 ชม. 48 นาที
2024-CK6BQG,7 ธ.ค. 67,20:19 น.,รอรับเรื่อง 1 วันที่แล้ว,เขตปทุมวัน แขวงวังใหม่,เกาะกลางบริเวณถนนอังรีดูนัง สกปรก จัง,"เขตปทุมวัน, ฝ่ายรักษาความสะอาดฯ เขตปทุมวัน, กรุงเทพมหานคร",ความสะอาด,รอรับเรื่อง,9 ธ.ค. 67,08:55 น.,ใช้เวลา 1 วัน 12 ชม.
2024-D68DP2,7 ธ.ค. 67,19:24 น.,รอรับเรื่อง 1 วันที่แล้ว,เขตลาดกระบัง แขวงขุมทอง,ไม่แสดงรายละเอียด,กรุงเทพโปร่งใส,กรุงเทพโปร่งใส,รอรับเรื่อง,7 ธ.ค. 67,19:24 น.,รอรับเรื่อง
2024-FTGUCG,7 ธ.ค. 67,18:48 น.,รอรับเรื่อง 1 วันที่แล้ว,เขตปทุมวัน แขวงวังใหม่,หน้าร้านอาหารมีแท่งปูนขวางทางเดิน เนื่องจากเดิมเป็นตู้แต่ทางเขตได้เอาตู้ออกแล้ว ฝากเอาแท่งปูนจุดนี้ออกด้วย เพราะขวางทางเดิน อาจทำให้เกิดอุบัติเหตุได้ และดูไม่สวยงาม,"เขตปทุมวัน, กรุงเทพมหานคร",ทางเท้า,รอรับเรื่อง,7 ธ.ค. 67,18:48 น.,รอรับเรื่อง
2024-KYGFPV,7 ธ.ค. 67,17:31 น.,รอรับเรื่อง 1 วันที่แล้ว,เขตวังทองหลาง,ไม่มีการแก้ไขใดๆ,"เขตวังทองหลาง, ฝ่ายสิ่งแวดล้อมฯ เขตวังทองหลาง, กรุงเทพมหานคร",อื่นๆ,รอรับเรื่อง,7 ธ.ค. 67,19:21 น.,ใช้เวลา 1 ชม. 51 นาที
2024-CMGUCN,7 ธ.ค. 67,16:55 น.,รอรับเรื่อง 1 วันที่แล้ว,เขตหลักสี่ แขวงทุ่งสองห้อง,ต้นไม้พันสายไฟ อาจเกิดอันตรายต่อคนที่สัญจรไปมาได้,"เขตหลักสี่, ฝ่ายรักษาความสะอาดฯ เขตหลักสี่, กรุงเทพมหานคร",ต้นไม้,รอรับเรื่อง,9 ธ.ค. 67,07:09 น.,ใช้เวลา 1 วัน 14 ชม.
2024-BT3KK4,7 ธ.ค. 67,16:54 น.,รอรับเรื่อง 1 วันที่แล้ว,เขตปทุมวัน,เดินโดนราวบันไดแล้วรู้สึกว่าไฟดูดราวสแตนเลส ที่ไว้จับเดินลงบันได ตรงทางลงบีทีเอสสยาม มาหน้าร้านเข้ากรุง,"เขตปทุมวัน, กรุงเทพมหานคร",ไฟฟ้า,รอรับเรื่อง,7 ธ.ค. 67,16:54 น.,รอรับเรื่อง
2024-4WW23A,7 ธ.ค. 67,16:23 น.,รอรับเรื่อง 1 วันที่แล้ว,เขตปทุมวัน,ไฟถนนติดตลอดเวลา,"เขตปทุมวัน, กรุงเทพมหานคร",ไฟฟ้า,รอรับเรื่อง,7 ธ.ค. 67,16:23 น.,รอรับเรื่อง
2024-7C29MV,7 ธ.ค. 67,13:41 น.,รอรับเรื่อง 2 วันที่แล้ว,เขตบางนา แขวงบางนาใต้,ให้ระงับกานรื้อถอน ทันที โดยออกเป็นคำสั่ง ปรือ หนังสือ ให้ผู้ที่รื้อถอน,"เขตบางนา, ฝ่ายโยธา เขตบางนา, กรุงเทพมหานคร",อาคารสถานที่ชำรุด,รอรับเรื่อง,8 ธ.ค. 67,10:18 น.,ใช้เวลา 20 ชม. 37 นาที
2024-A3Q8MC,7 ธ.ค. 67,10:43 น.,รอรับเรื่อง 2 วันที่แล้ว,เขตวัฒนา แขวงพระโขนงเหนือ,เจาะถนน ขวางการจราจรทั้งซอย,"เขตวัฒนา, ฝ่ายโยธา เขตวัฒนา, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,7 ธ.ค. 67,11:50 น.,ใช้เวลา 1 ชม. 8 นาที
2024-8BYD2R,7 ธ.ค. 67,09:55 น.,รอรับเรื่อง 2 วันที่แล้ว,,กระจกมีต้นไม้บัง,"เขตหลักสี่, ฝ่ายรักษาความสะอาดฯ เขตหลักสี่, กรุงเทพมหานคร",ต้นไม้,รอรับเรื่อง,9 ธ.ค. 67,07:07 น.,ใช้เวลา 1 วัน 21 ชม.
2024-YR7K29,6 ธ.ค. 67,23:04 น.,รอรับเรื่อง 2 วันที่แล้ว,เขตบางรัก แขวงสีลม,ไม่แสดงรายละเอียด,กรุงเทพโปร่งใส,กรุงเทพโปร่งใส,รอรับเรื่อง,6 ธ.ค. 67,23:04 น.,รอรับเรื่อง
2024-LRAYYN,6 ธ.ค. 67,22:01 น.,รอรับเรื่อง 2 วันที่แล้ว,เขตลาดกระบัง แขวงคลองสองต้นนุ่น,"เรียน ผู้ว่าราชการกรุงเทพมหานคร /ปลัดกรุงเทพมหานคร/ผู้อำนวยการเขตลาดกระบัง/ฝ่ายสิ่งแวดล้อมฯ เนื่องด้วยได้รับความเดือดร้อนจากส่งไก่รบกวนเวลพักผ่อนช่วงเวลา ตี4 ยันช่วงเย็น ทั้งกลิ่นเหม็น ขยะ เศษอาหารให้ไก่กินกลางถนน ปล่อยไก้ไปทั่วบริเวณ ทุกๆวัน สะสมเรื่อยจนไม่สามารถที่จะทนได้แล้ว จะเดินไปบ้านญาติทางริมคลองก็ต้องเดินผ่านทั้งกลิ่นเหม็น เสียงดัง ขยะ เคยร้องเรียนกำสำนักเขตไปแล้วผ่าน ฟองดูว์ ถึงจำนวน 6 ครั้งแล้ว วันที่ 22 สิงหาคม 2566 - วันที่ 23 สิงหาคม 2566- วันที่ 4 กันยายน 2566- วันที่ 30 กันยายน 2566- วันที่ 2 ตุลาคม 2566 - วันที่ 16 ตุลาคม 2566แต่ไม่ได้รับการแก้ปัญหาที่เกิดขึ้น เนื่องจากเจ้าหน้าที่สำนักงานเขตมาดู ถ่ายรูป ว่ากล่าวตักเตือน แค่นั้น ถึงไม่เป็นผลต่อผู้เลี้ยงไก่เลย เพราะผู้เลี้ยงเป็นแค่ผู้เช่าที่ดิน เจ้าของที่ดินไม่ได้อยู่ในพื้นที่ ฝากถึงท่านผู้ว่าช่วยตรวจสอบหน่อยว่าร้องเรียน ไปหลายครั้งแล้ว ไม่ได้รับการแก้ไขปัญหาที่เกิดขึ้น แค่ตอนนี้รำคานเสียงเครื่องบิน และบ้านที่เลี้ยงสุนัข ก็พอทนแล้ว นี่เสียงไก่ร้องตั้งแต่ตี 4 ตี5 ไม่ได้พักเลย และเพราะเลี้ยงไก่เป็นจำนวนมาก เจ้าหน้าที่มา ถึง 6 ครั้ง ก็ไม่สามารถแก้ปัญหาได้ เลยอยากให้ดำเนินการสั่งปรับเจ้าของที่ดินตัวจริง ในพระราชบัญญัติการสาธารณสุข พ.ศ. 2535 ได้กำหนดให้ส่วนราชการท้องถิ่น มีอำนาจดำเนินการในกรณีที่เกิดเหตุเดือดร้อนรำคาญแก่ประชาชน ซึ่งหมายถึง ""การกระทำใดๆ ที่ก่อให้เกิดความเสื่อม หรืออาจเป็นอันตรายต่อสุขภาพของคนข้างเคียง"" โดยมีส่วนที่เกี่ยวกับการเลี้ยงสัตว์ ดังนี้ ""การเลี้ยงสัตว์ในที่ หรือวิธีใด หรือมีจำนวนเกินสมควร จนเป็นเหตุให้เสื่อม หรืออาจเป็นอันตรายต่อสุขภาพ""หมายถึง การเลี้ยงสัตว์ทุกชนิดที่ 1) สถานที่เลี้ยงไม่เหมาะสม สกปรก มีกลิ่นเหม็น เป็นแหล่งเพาะพันธ์ุของสัตว์พาหะนำโรค เป็นต้น 2) วิธีการเลี้ยงรบกวนความเป็นอยู่ของผู้อาศัยข้างเคียง เช่น ปล่อยให้สัตว์ไปกินพืชผักของคนข้างบ้าน หรือปล่อยให้ไปถ่ายที่บ้านข้างเคียง เป็นต้น 3) เลี้ยงจำนวนมากเกินไป เช่นสถานที่เลี้ยงคับแคบ อยู่ใกล้บ้านข้างเคียงแต่เลี้ยงจำนวนมาก จนเกิดเสียงร้องดัง มีกลิ่นสาบ หรือกลิ่นมูลเหม็น เป็นต้นรบกวนช่วยดำเนินการอย่างจริงจัง กับเจ้าของที่ดินที่ปล่อยปะละเลยให้เช่าที่ดินจนเ...","เขตลาดกระบัง, ฝ่ายสิ่งแวดล้อมฯ เขตลาดกระบัง, กรุงเทพมหานคร",เสียง,รอรับเรื่อง,7 ธ.ค. 67,07:11 น.,ใช้เวลา 9 ชม. 11 นาที
2024-NCAF6H,6 ธ.ค. 67,21:42 น.,รอรับเรื่อง 2 วันที่แล้ว,เขตดินแดง แขวงรัชดาภิเษก,คุณลุงเลี้ยงนกพิราบที่เคยเป็นข่าวกินแมลงสาบ เอาข้าวมาเลี้ยงนกพิราบจำนวนมากที่ริมถนนสุทธิสารแถวหน้าโลตัสโกเฟรช-ร้านตี๋หล่อ สกปรกมากๆ,"ฝ่ายสิ่งแวดล้อมฯ เขตดินแดง, เขตดินแดง, กรุงเทพมหานคร",ความสะอาด,รอรับเรื่อง,9 ธ.ค. 67,10:48 น.,ใช้เวลา 2 วัน 13 ชม.
2024-3BRUXK,6 ธ.ค. 67,21:08 น.,รอรับเรื่อง 2 วันที่แล้ว,เขตตลิ่งชัน แขวงคลองชักพระ,ไม่แสดงรายละเอียด,กรุงเทพโปร่งใส,กรุงเทพโปร่งใส,รอรับเรื่อง,6 ธ.ค. 67,21:08 น.,รอรับเรื่อง
2024-L4DGFR,6 ธ.ค. 67,21:06 น.,รอรับเรื่อง 2 วันที่แล้ว,เขตลาดกระบัง แขวงคลองสองต้นนุ่น,ข้างบ้านเปิดเพลงรบกวนเสียงดังทุกเย็น และรวมกลุ่มกันเป็นแหล่งส่องสุ่ม. แจ้งความก้ไม่มีตำรวจหรือหน่วยงานใดเข้ามาจัดการ เพื่อนบ้านวางตัวเป็นอันธพาล ไม่เกรงใจเพื่อนบ้าน สร้างเต็นท์และจอดรถในถนนสาธารณะ บ้านรอบข้างมีแต่เด็กเล็กและคนแก่. แจ้งไปหลายหน่วยงานล้วก้ไม่มีคนมาลงพื้นที่ช่วยดูแลความทุกข์ของประชาชนเลย.,"เขตลาดกระบัง, ฝ่ายสิ่งแวดล้อมฯ เขตลาดกระบัง, กรุงเทพมหานคร",เสียง,รอรับเรื่อง,6 ธ.ค. 67,21:48 น.,ใช้เวลา 43 นาที
2024-7XB79L,6 ธ.ค. 67,20:58 น.,รอรับเรื่อง 2 วันที่แล้ว,เขตสาทร แขวงทุ่งวัดดอน,มีการจัดงานในพื้นที่ชุมชน ที่มีทั้งหอพัก โรงเรียน มีการใช้เครื่องขยายเสียง ที่ เสียงดังมากๆ เป็นการรบกวนคนในพื้นที่เป็นอย่างมาก แจ้งเรื่องไปเมื่อวาน วันนี้เหมือนประชด เปิดดังกว่าเดิมอีก หลายๆคนทำงานมาเหนื่อยๆก็อยากจะพักผ่อนนะครับ ยังไงต้องขอรบกวนให้ช่วยดำเนินการด้วย ไม่ควรมีการใช้เสียงดังขนาดนี้ ควรจำกัดเวลา และควบคุมการใช้เสียง เด็กเล็กก็นอนไม่หลับ ร้องเสียงดังรบกวนเพื่อนบ้านอีก ยังไงต้องขอความกรุณาทางเจ้าหน้าที่ด้วยนะครับ,"สน.วัดพระยาไกร, ฝ่ายสิ่งแวดล้อมฯ เขตสาทร, เขตสาทร, กองบังคับการตำรวจนครบาล 5 (บก.น.5), สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.), กรุงเทพมหานคร",เสียง,รอรับเรื่อง,8 ธ.ค. 67,12:05 น.,ใช้เวลา 1 วัน 15 ชม.
2024-G6NZHL,6 ธ.ค. 67,20:53 น.,รอรับเรื่อง 2 วันที่แล้ว,,ใช้ส่วนที่มีคำสั่งของจพถ. และเปิดแอร์ เย็นออกจากอาคาร.มีผ้าตาก ที่ระยะร่น ตั้งแต่เวลา 13 น.ยังดำเนินคดีไม่ครบ.ไม่เสร็จ ไม่สิ้น,"เขตหลักสี่, ฝ่ายโยธา เขตหลักสี่, กรุงเทพมหานคร",อาคารสถานที่ชำรุด,เปิดเรื่องใหม่,9 ธ.ค. 67,11:32 น.,ใช้เวลา 2 วัน 14 ชม.
2024-7WFZKP,6 ธ.ค. 67,20:37 น.,รอรับเรื่อง 2 วันที่แล้ว,เขตสวนหลวง แขวงสวนหลวง,ไม่แสดงรายละเอียด,กรุงเทพโปร่งใส,กรุงเทพโปร่งใส,รอรับเรื่อง,6 ธ.ค. 67,20:37 น.,รอรับเรื่อง
2024-N4EHKZ,6 ธ.ค. 67,20:34 น.,รอรับเรื่อง 2 วันที่แล้ว,เขตสวนหลวง แขวงสวนหลวง,ไม่แสดงรายละเอียด,กรุงเทพโปร่งใส,กรุงเทพโปร่งใส,รอรับเรื่อง,6 ธ.ค. 67,20:34 น.,รอรับเรื่อง
2024-DNXH2V,6 ธ.ค. 67,20:04 น.,รอรับเรื่อง 2 วันที่แล้ว,เขตปทุมวัน แขวงปทุมวัน,โคมไฟไม่เปิด,"เขตปทุมวัน, กรุงเทพมหานคร",ไฟฟ้า,รอรับเรื่อง,6 ธ.ค. 67,20:04 น.,รอรับเรื่อง
2024-3PN9MC,6 ธ.ค. 67,18:57 น.,รอรับเรื่อง 2 วันที่แล้ว,เขตราชเทวี แขวงถนนเพชรบุรี,ห้างแพลตตินั่มประตูน้ำ ปล่อยให้มีการสูบบุหรี่ภายใต้พื้นที่อาคาร ระยะ 5 เมตร (ใต้ชายคา) ในภาพประกอบคือผู้หญิงต่างชาติชุดเขียว สูบบุหรี่บริเวณหน้าร้าน 7-11 ในอาคาร,"เขตราชเทวี, ฝ่ายสิ่งแวดล้อมฯ เขตราชเทวี, กรุงเทพมหานคร",อาคารสถานที่ชำรุด,รอรับเรื่อง,9 ธ.ค. 67,09:45 น.,ใช้เวลา 2 วัน 14 ชม.
2024-8P8DUP,6 ธ.ค. 67,17:37 น.,รอรับเรื่อง 2 วันที่แล้ว,เขตปทุมวัน แขวงลุมพินี,ไม่มีรั้วกั้นกันตกคลอง,"เขตปทุมวัน, กรุงเทพมหานคร",อุปกรณ์ชำรุด,รอรับเรื่อง,6 ธ.ค. 67,17:37 น.,รอรับเรื่อง
2024-E8Y7TW,6 ธ.ค. 67,15:15 น.,รอรับเรื่อง 2 วันที่แล้ว,เขตวังทองหลาง แขวงพลับพลา,ช่วยบอกให้ทางร้านเบาเสียงหน่อยได้ไหมครับ ตอนกลางคืนเปิดเพลงเสียงเบสดังมาก กระจกสั่นไปหมด และอยากทราบว่าทำไมร้านเปิดได้ถึงตี2ตี3,"เขตวังทองหลาง, ฝ่ายสิ่งแวดล้อมฯ เขตวังทองหลาง, กรุงเทพมหานคร",เสียง,รอรับเรื่อง,6 ธ.ค. 67,15:22 น.,ใช้เวลา 7 นาที
2024-C3X3U3,6 ธ.ค. 67,14:23 น.,รอรับเรื่อง 2 วันที่แล้ว,เขตดินแดง แขวงรัชดาภิเษก,แจ้งกทม . 1555 แล้ว เรื่อง ไก่ 7-8 ตัวขันเสียงดัง ช่วง 0900 -1100 กับ 1630 ถึง 1830 รหัส 8824,"เขตดินแดง, ฝ่ายสิ่งแวดล้อมฯ เขตดินแดง, กรุงเทพมหานคร",เสียง,รอรับเรื่อง,9 ธ.ค. 67,10:50 น.,ใช้เวลา 2 วัน 20 ชม.
2024-HDFHGE,6 ธ.ค. 67,14:10 น.,รอรับเรื่อง 2 วันที่แล้ว,เขตปทุมวัน แขวงวังใหม่,การเดินสายสื่สารรก สกปรกสายขาดลงพื้นที่ทางเดินริมถนน อันตรายกับคนเดินไปมา และที่เสาไฟ หย่อนยานไม่เรียบร้อย,"เขตปทุมวัน, กรุงเทพมหานคร",สายสื่อสาร,รอรับเรื่อง,6 ธ.ค. 67,14:10 น.,รอรับเรื่อง
2024-NP3PT2,6 ธ.ค. 67,12:45 น.,รอรับเรื่อง 3 วันที่แล้ว,เขตบางนา แขวงบางนาใต้,ไฟข้างทางไม่ติด ถนนมืด และ ฝาท่อแตกหักเป็นรูใหญ่ เนื่องจากมีรถบรรทุกขับเข้า-ออกบ่อย อันตรายค่ะ,"เขตบางนา, ฝ่ายโยธา เขตบางนา, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,8 ธ.ค. 67,10:29 น.,ใช้เวลา 1 วัน 21 ชม.
2024-CWDZLV,6 ธ.ค. 67,12:26 น.,รอรับเรื่อง 3 วันที่แล้ว,เขตสัมพันธวงศ์ แขวงสัมพันธวงศ์,ตลาดปีระกา,"เขตสัมพันธวงศ์, ฝ่ายโยธา เขตสัมพันธวงศ์, กรุงเทพมหานคร",หาบเร่แผงลอย,รอรับเรื่อง,6 ธ.ค. 67,14:22 น.,ใช้เวลา 1 ชม. 56 นาที
2024-DREN4N,6 ธ.ค. 67,11:44 น.,รอรับเรื่อง 3 วันที่แล้ว,เขตหลักสี่ แขวงทุ่งสองห้อง,หมู่บ้านโกลเด้นทาว์ลวิภาวดีแจ้งวัฒนะมีกิ่งไม้ลุกล้ำเลยเข้ามาในบ้านสมาชิก330ซ.5/1ทำให้มีใบไม้ร่วงเข้ามาในบ้านเยอะเป็นจำนวน,"เขตหลักสี่, ฝ่ายรักษาความสะอาดฯ เขตหลักสี่, กรุงเทพมหานคร",ต้นไม้,รอรับเรื่อง,6 ธ.ค. 67,13:16 น.,ใช้เวลา 1 ชม. 33 นาที
2024-7ENBYP,6 ธ.ค. 67,11:35 น.,รอรับเรื่อง 3 วันที่แล้ว,เขตปทุมวัน แขวงวังใหม่,สายสิ่อสารโยงยางไม่เรียบร้อยยางเส้นก็ขาดตกลงห้วยลงกับพื้นดิน คนเดินสะดุดคนแก่,"เขตปทุมวัน, กรุงเทพมหานคร",สายสื่อสาร,รอรับเรื่อง,6 ธ.ค. 67,11:35 น.,รอรับเรื่อง
2024-79QBMV,5 ธ.ค. 67,23:38 น.,รอรับเรื่อง 3 วันที่แล้ว,เขตวังทองหลาง แขวงคลองเจ้าคุณสิงห์,ร้านเบียร์เสียงดัง,"เขตวังทองหลาง, ฝ่ายสิ่งแวดล้อมฯ เขตวังทองหลาง, กรุงเทพมหานคร",เสียง,รอรับเรื่อง,6 ธ.ค. 67,08:25 น.,ใช้เวลา 8 ชม. 48 นาที
2024-GEQH7L,5 ธ.ค. 67,21:32 น.,รอรับเรื่อง 3 วันที่แล้ว,เขตบางนา,ผมเคยแจ้งเรื่องหาบเร่แผงลอยทิ้งขยะไว้ตรงทางเท้าในช่วงดึกที่เค้าปิดแผงกันแล้ว ผมเข้าใจว่าทางเขตไม่น่าทำอะไรได้นอกเหนือจากการให้รถมาเก็บไป แต่ที่จะแจ้งปัญหารอบนี้คือพอมันมีขยะ มันเลยมีปัญหาเรื่องน้ำขยะที่ไหลและเจิ่งนองตรงทางเท้าและริมถนนซึ่งน้ำขยะพวกนี้มันไม่ไหลลงรูระบายน้ำเลยส่งกลิ่นเหม็นให้คนที่เดินผ่านได้กลิ่นมาก ๆ,"เขตบางนา, กรุงเทพมหานคร",ความสะอาด,รอรับเรื่อง,5 ธ.ค. 67,21:32 น.,รอรับเรื่อง
2024-LZPPQY,5 ธ.ค. 67,20:25 น.,รอรับเรื่อง 3 วันที่แล้ว,เขตป้อมปราบศัตรูพ่าย แขวงป้อมปราบ,ไม่แสดงรายละเอียด,กรุงเทพโปร่งใส,กรุงเทพโปร่งใส,รอรับเรื่อง,5 ธ.ค. 67,20:25 น.,รอรับเรื่อง
2024-WZANQL,5 ธ.ค. 67,19:13 น.,รอรับเรื่อง 3 วันที่แล้ว,เขตราชเทวี แขวงทุ่งพญาไท,ไม่แสดงรายละเอียด,กรุงเทพโปร่งใส,กรุงเทพโปร่งใส,รอรับเรื่อง,5 ธ.ค. 67,19:13 น.,รอรับเรื่อง
2024-3H4FEG,5 ธ.ค. 67,16:48 น.,รอรับเรื่อง 3 วันที่แล้ว,เขตลาดกระบัง แขวงคลองสองต้นนุ่น,ด้านหลังบ้าน ให้อาหารนกพิราบ สร้างความเดือนร้อนให้บ้านบริเวณรอบ เสี่ยงต่อเชื้งโรคและขี้นกจำนวนมากขอปิดบังไม่ให้ใช้รูปนี้กับบุคคลภายในหมู่บ้าน เพราะจะรู้ทันทีว่าใครแจ้ง และจะสร้างความเดือนร้อนให้ทางบ้านค่ะ,"เขตลาดกระบัง, ฝ่ายสิ่งแวดล้อมฯ เขตลาดกระบัง, กรุงเทพมหานคร",สัตว์,รอรับเรื่อง,5 ธ.ค. 67,20:11 น.,ใช้เวลา 3 ชม. 23 นาที
2024-FYEEBC,5 ธ.ค. 67,16:34 น.,รอรับเรื่อง 3 วันที่แล้ว,เขตวัฒนา แขวงคลองเตยเหนือ,ไม่แสดงรายละเอียด,กรุงเทพโปร่งใส,กรุงเทพโปร่งใส,รอรับเรื่อง,5 ธ.ค. 67,16:34 น.,รอรับเรื่อง
2024-L4PW7N,5 ธ.ค. 67,16:23 น.,รอรับเรื่อง 3 วันที่แล้ว,เขตพระนคร แขวงพระบรมมหาราชวัง,ไม่แสดงรายละเอียด,กรุงเทพโปร่งใส,กรุงเทพโปร่งใส,รอรับเรื่อง,5 ธ.ค. 67,16:23 น.,รอรับเรื่อง
2024-EUKRDC,5 ธ.ค. 67,10:19 น.,รอรับเรื่อง 4 วันที่แล้ว,เขตบางนา แขวงบางนาใต้,ขอให้ยุติการรื้อถอนสิ่งปลูกสร้าง,"เขตบางนา, ฝ่ายโยธา เขตบางนา, กรุงเทพมหานคร",อาคารสถานที่ชำรุด,รอรับเรื่อง,6 ธ.ค. 67,06:33 น.,ใช้เวลา 20 ชม. 14 นาที
2024-D2ND4N,5 ธ.ค. 67,09:50 น.,รอรับเรื่อง 4 วันที่แล้ว,เขตบางนา แขวงบางนาใต้,มีการรื้อถอนสิ่งปลูกสร้าง,"ฝ่ายโยธา เขตบางนา, เขตบางนา, กรุงเทพมหานคร",อาคารสถานที่ชำรุด,เปิดเรื่องใหม่,7 ธ.ค. 67,13:38 น.,ใช้เวลา 2 วัน 3 ชม.
2024-3X7MU6,4 ธ.ค. 67,23:47 น.,รอรับเรื่อง 4 วันที่แล้ว,เขตบางกอกใหญ่,ไม่แสดงรายละเอียด,กรุงเทพโปร่งใส,กรุงเทพโปร่งใส,รอรับเรื่อง,4 ธ.ค. 67,23:47 น.,รอรับเรื่อง
2024-G7H2D3,4 ธ.ค. 67,22:46 น.,รอรับเรื่อง 4 วันที่แล้ว,เขตป้อมปราบศัตรูพ่าย แขวงบ้านบาตร,มีป้ายวางบนฟุตบาททุกคืน เทศกิจทำได้เเค่ยกป้ายออกแล้วถ่ายรูปส่งมาว่าไม่มีป้าย เทศกิจน่าจะหวาดกลัวเจ้าของร้าน หรืออาจรับ...มา ไร้เกียรติ ไร้ศักดิ์ศรี,"ฝ่ายเทศกิจ เขตป้อมปราบศัตรูพ่าย, เขตป้อมปราบศัตรูพ่าย, กรุงเทพมหานคร",ทางเท้า,เปิดเรื่องใหม่,9 ธ.ค. 67,08:25 น.,ใช้เวลา 4 วัน 9 ชม.
2024-4K2RKY,4 ธ.ค. 67,18:17 น.,รอรับเรื่อง 4 วันที่แล้ว,เขตปทุมวัน แขวงปทุมวัน,ไม่แสดงรายละเอียด,กรุงเทพโปร่งใส,กรุงเทพโปร่งใส,รอรับเรื่อง,4 ธ.ค. 67,18:17 น.,รอรับเรื่อง
2024-BQ9A6K,4 ธ.ค. 67,14:55 น.,รอรับเรื่อง 4 วันที่แล้ว,,เนื่องด้วยวันนี้ทำความสะอาดข้างรั้วเขตหลักสี่มีเจ้าหน้าที่ของเขตทิ้งขยะและเศษอาหารลงไปในที่ส่วนบุคคลควรแจ้งเจ้าหน้าที่ด้วยเนื่องจากสกปรกมาก,"เขตหลักสี่, ฝ่ายรักษาความสะอาดฯ เขตหลักสี่, กรุงเทพมหานคร",ความสะอาด,รอรับเรื่อง,9 ธ.ค. 67,07:02 น.,ใช้เวลา 4 วัน 16 ชม.
