ticket_id,date,time,status,address,description,agency,category,ForwardedStatus,ForwardedDate,ForwardedTime,TakeTime
2024-KYD6LE,3-ธ.ค.-67,06:52 น.,รอรับเรื่อง 2 ชั่วโมงที่แล้ว,เขตบางนา แขวงบางนาเหนือ,ก่อสร้างอาคารผิดพระราชบัญญัติควบคุมอาคาร และก่อสร้างบนทางสาธารณะประโยชน์ เป็นการใช้ประโยชน์ส่วนบุคคลบนพื้นที่สาธารณะ,"เขตบางนา, กรุงเทพมหานคร",อาคารสถานที่ชำรุด,รอรับเรื่อง,3-ธ.ค.-67,06:52 น.,รอรับเรื่อง
2024-AHFXVR,3-ธ.ค.-67,06:50 น.,รอรับเรื่อง 2 ชั่วโมงที่แล้ว,เขตตลิ่งชัน แขวงฉิมพลี,ขอความอนุเคราะห์ซ่อมไฟส่องสว่าง บริเวณถนนฉิมพลี ข้างศูนย์ฮอนด้า จำนวน 4 ดวง ประกอบด้วย1. เสาเลขที่ ญ 2 เข้าจากถนนบรมฯประมาณ 20 เมตร 2. เสาไฟเลขที่ ญ 4/1 ถัดจากเลข ญ 2 มาประมาณ 100 เมตร ขวามือ หน้าบ้าน 2 saints 3. เสาไฟเลขที่ ญ 9 ใกล้สะพานข้ามคลองขุนจันทร์ ตรงข้ามสถานีสูบน้ำ4. เสาไฟเลขที่ ญ 13 เข้าจากถนนบรมฯ ก่อนออกถนนราขพฤกษ ประมาณ 20 เมตร หน้าอู่ซ่อมรถยนต์ ผู้แจ้ง โทร 0832628884,"เขตตลิ่งชัน, กรุงเทพมหานคร",ไฟฟ้า,รอรับเรื่อง,3-ธ.ค.-67,06:50 น.,รอรับเรื่อง
2024-8ACQD9,3-ธ.ค.-67,06:45 น.,รอรับเรื่อง 2 ชั่วโมงที่แล้ว,เขตราชเทวี แขวงทุ่งพญาไท,รถขนส่งสีขาวจิดกีดขวางจราจรเป็นเวลานาน ตั้งแต่เวลา 6.15-8.00 การให้รถชลอตัวเป็นอย่างมาก เส้นทางเหลือเลนเดียว,"เขตราชเทวี, กรุงเทพมหานคร",ผิดกฎจราจร,รอรับเรื่อง,3-ธ.ค.-67,06:45 น.,รอรับเรื่อง
2024-GDGG4H,3-ธ.ค.-67,06:42 น.,รอรับเรื่อง 2 ชั่วโมงที่แล้ว,เขตราชเทวี แขวงถนนเพชรบุรี,บริสพานหัวช้างต้นเสามีสีพ่นดูสกปรก,"เขตราชเทวี, กรุงเทพมหานคร",ความสะอาด,รอรับเรื่อง,3-ธ.ค.-67,06:42 น.,รอรับเรื่อง
2024-6YECV4,3-ธ.ค.-67,06:40 น.,รอรับเรื่อง 2 ชั่วโมงที่แล้ว,เขตคลองเตย แขวงคลองเตย,ฟุตบาทพึ่งทำเสร็จใหม่ ก็มีบุคคลมักง่ายนำรถขึ้นมาจอดหลายวันแล้ว ไม่มีเจ้าหน้าที่มาดำเนินการ นานวันเจ้าจะมีมาจอดเพิ่มอีกนะครับ ท่านๆ กทม.,"เขตคลองเตย, กรุงเทพมหานคร",ผิดกฎจราจร,รอรับเรื่อง,3-ธ.ค.-67,06:40 น.,รอรับเรื่อง
2024-EQZXKR,3-ธ.ค.-67,06:29 น.,รอรับเรื่อง 2 ชั่วโมงที่แล้ว,เขตวัฒนา,การขายของบนฟุตบาท ภายในซอยสุขุมวิท19 กีดขวางทางเท้า คนเดินลำบาก และเป็นต่างด้าวประกอบอาชีพสงวนของคนไทย (มีป้ายห้ามหายของชัดเจน แต่ไร้การบังคับใช้),"เขตวัฒนา, ฝ่ายเทศกิจ เขตวัฒนา, กรุงเทพมหานคร",หาบเร่แผงลอย,รอรับเรื่อง,3-ธ.ค.-67,08:48 น.,ใช้เวลา 2 ชม. 20 นาที
2024-HT49TC,3-ธ.ค.-67,06:12 น.,รอรับเรื่อง 2 ชั่วโมงที่แล้ว,เขตบางซื่อ,ขยะไม่มาเก็บที่ซอยกรุงเทพ-นนทบุรี 37(สมถวิล) หลายวันแล้ว จัดการปัญหาให้ด้วยครับ,"เขตบางซื่อ, กรุงเทพมหานคร",ความสะอาด,รอรับเรื่อง,3-ธ.ค.-67,06:12 น.,รอรับเรื่อง
2024-GGKALE,3-ธ.ค.-67,06:11 น.,รอรับเรื่อง 2 ชั่วโมงที่แล้ว,เขตห้วยขวาง,ตรวจสอบไฟโคมเขียวบนทางเท้า ริมถนนสุขุมวิทด้วย ติดตั้งไม่ทันไร ไฟไม่ติดแล้ว ฝั่งห้างเทอมินอล21 (ทางออกMRTสุขุมวิท),"เขตคลองเตย, กรุงเทพมหานคร",ไฟฟ้า,รอรับเรื่อง,3-ธ.ค.-67,06:11 น.,รอรับเรื่อง
2024-67VE2N,3-ธ.ค.-67,03:53 น.,รอรับเรื่อง 5 ชั่วโมงที่แล้ว,เขตคลองสาน แขวงคลองสาน,ไม่แสดงรายละเอียด,กรุงเทพโปร่งใส,กรุงเทพโปร่งใส,รอรับเรื่อง,3-ธ.ค.-67,03:53 น.,รอรับเรื่อง
2024-739KY8,3-ธ.ค.-67,01:24 น.,รอรับเรื่อง 7 ชั่วโมงที่แล้ว,เขตพระนคร แขวงเสาชิงช้า,เหม็นกลิ่ควันและน้ำมันปาท่องโก๋เลอะเทอะเต็มถนนและฟุตบาทเทน้ำมันทิดปาท่องโก๋ทิ้งลงท่อสาธารณะ,"เขตพระนคร, ฝ่ายสิ่งแวดล้อมฯ เขตพระนคร, กรุงเทพมหานคร",ความสะอาด,รอรับเรื่อง,3-ธ.ค.-67,08:24 น.,ใช้เวลา 7 ชม.
2024-NRAMRT,2-ธ.ค.-67,23:45 น.,รอรับเรื่อง 9 ชั่วโมงที่แล้ว,เขตคลองเตย,ป้ายจราจรและกล่องไฟถูกพ่นสีใช้การไม่ได้,"เขตคลองเตย, กรุงเทพมหานคร",อุปกรณ์ชำรุด,รอรับเรื่อง,2-ธ.ค.-67,23:45 น.,รอรับเรื่อง
2024-HFAP2N,2-ธ.ค.-67,23:14 น.,รอรับเรื่อง 9 ชั่วโมงที่แล้ว,เขตดินแดง แขวงรัชดาภิเษก,กันรั้วออกมาเยอะมาก ออกมาจะกินครึ่งถนนแล้วทั้ง 2 ฝั่งบ้าน รบกวน จนท ให้ล่นไปนิดนึงคับ 🙏🏻,"เขตดินแดง, ฝ่ายเทศกิจ เขตดินแดง, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,3-ธ.ค.-67,08:02 น.,ใช้เวลา 8 ชม. 48 นาที
2024-DCHTLY,2-ธ.ค.-67,23:06 น.,รอรับเรื่อง 9 ชั่วโมงที่แล้ว,เขตราชเทวี,แมวจรจัด,"เขตราชเทวี, กรุงเทพมหานคร",สัตว์,รอรับเรื่อง,2-ธ.ค.-67,23:06 น.,รอรับเรื่อง
2024-N4R68W,2-ธ.ค.-67,23:05 น.,รอรับเรื่อง 9 ชั่วโมงที่แล้ว,เขตคลองเตย แขวงคลองตัน,รถเข็นขายข้าวเหนียวมะม่วงขายบนทางเท้าหน้าโรงแรมมาริออท มาคีส์ กีดขวางคนเดินเท้าอย่างมาก ตั้งขายทุกวันๆจันทร์ก็ขายเทศกิจก็ไม่เคยมาดูไม่รู้มีอะไรปิดตาอยู่ถึงขายได้แจ้งถึง ผว.ชัชชาติช่วยสั่งการให้แก้ไขด้วย,"เขตคลองเตย, กรุงเทพมหานคร",หาบเร่แผงลอย,รอรับเรื่อง,2-ธ.ค.-67,23:05 น.,รอรับเรื่อง
2024-6DCFBP,2-ธ.ค.-67,22:58 น.,รอรับเรื่อง 10 ชั่วโมงที่แล้ว,เขตวังทองหลาง แขวงคลองเจ้าคุณสิงห์,อยากให้ทางหน่วยงานที่เกี่ยวข้อง แก้ไข เทยางมะตอยทำตั้งแต่ปากซอย 87 แยก 2 จนถึงปากซอยทางเข้าซอยลาดพร้าว 87 ให้ถนนเรียบกว่านี้ บางจุดมีการปะ แต่ก็กลับมาขรุขระยิ่งกว่าเดิม ยิ่งหน้าโรงเรียนอนุบาล ปะแล้วปะอีกก็ขรุขระกว่าเดิม เวลาทำถนนเสร็จแล้ว ทางหน่วยงานที่เกี่ยวข้อง เคยมีกลับมาตรวจสอบดูอีกครั้งมั้ยคะว่าถนนเป็นอย่างไรบ้าง อยากให้ทำตั้งแต่ปากซอย 87 แยก 2 จนถึงปากซอยทางเข้าซอยลาดพร้าว 87 ถ้าไม่ทำถนนให้เรียบเท่ากันทั้งหมดก็ควรทำการแก้ไข ปรับปรุงให้ถนน ดีกว่าที่เป็นอยู่ค่ะ,"เขตวังทองหลาง, ฝ่ายโยธา เขตวังทองหลาง, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,3-ธ.ค.-67,08:38 น.,ใช้เวลา 9 ชม. 40 นาที
2024-GLTMWM,2-ธ.ค.-67,22:52 น.,รอรับเรื่อง 10 ชั่วโมงที่แล้ว,เขตวัฒนา แขวงคลองตันเหนือ,คนจรจัดนอนบริเวณริมฟุตบาทตอนกลางคืน มีลังกระดาษและขยะเยอะมาก,"เขตวัฒนา, ฝ่ายเทศกิจ เขตวัฒนา, กรุงเทพมหานคร",คนเร่ร่อน,รอรับเรื่อง,3-ธ.ค.-67,08:50 น.,ใช้เวลา 9 ชม. 59 นาที
2024-EWHVG2,2-ธ.ค.-67,22:46 น.,รอรับเรื่อง 10 ชั่วโมงที่แล้ว,เขตวัฒนา แขวงคลองตันเหนือ,คนจรจัดนอนบริเวณริมฟุตบาท มีลังกระดาษและขยะเยอะมาก,"เขตวัฒนา, ฝ่ายเทศกิจ เขตวัฒนา, กรุงเทพมหานคร",คนเร่ร่อน,รอรับเรื่อง,3-ธ.ค.-67,08:50 น.,ใช้เวลา 10 ชม. 5 นาที
2024-GDWCKE,2-ธ.ค.-67,22:26 น.,รอรับเรื่อง 10 ชั่วโมงที่แล้ว,,ขอ จนท. ตรวจสอบ ส่วนต่อเติม เปิดแอร์ ตลอดทั้งชั้นบนขณะนี้ มีความเย็นออกจากอาคาร เวลา 20.40 น. และ 22.15 น.ยังไม่ได้ดำเนินคดี ปี 2567ต่างกรรม ต่างวาระมีมากกว่า 1 คนที่ฝ่าฝืนลอยนวล,"เขตหลักสี่, ฝ่ายโยธา เขตหลักสี่, กรุงเทพมหานคร",เสียง,รอรับเรื่อง,3-ธ.ค.-67,08:30 น.,ใช้เวลา 10 ชม. 5 นาที
2024-9C7DX7,2-ธ.ค.-67,22:22 น.,รอรับเรื่อง 10 ชั่วโมงที่แล้ว,เขตราชเทวี แขวงถนนพญาไท,เสียงดังจากการเจาะทำถนนยามวิกาล,"เขตราชเทวี, กรุงเทพมหานคร",เสียง,รอรับเรื่อง,2-ธ.ค.-67,22:22 น.,รอรับเรื่อง
2024-KCFUCG,2-ธ.ค.-67,22:11 น.,รอรับเรื่อง 10 ชั่วโมงที่แล้ว,,ผมแจ้งไปเนินนานแล้ว ทำไมยังไม่มีการแก้ไขไดๆเลยครับ อยากให้เร่งติดตั้งเสาล้มลุกและเลนบ๊อก จุดนี่ทำให้รถชลอตัวและรถติดยาวไปถึงแยกกรุงเทพกีฬา (ฝั่งมุ่งหน้าซีค้อน),"เขตสวนหลวง, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,2-ธ.ค.-67,22:11 น.,รอรับเรื่อง
2024-6PGFP2,2-ธ.ค.-67,22:08 น.,รอรับเรื่อง 10 ชั่วโมงที่แล้ว,เขตราชเทวี แขวงทุ่งพญาไท,ด้วยมีคนนำขยะจำนวนมากมาทิ้งบริเวณเกือบสุดซอยเพชรบุรั 5 ซี่งเป็นที่ดินของการรถไฟ ส่งกลิ่นเหม็น ได้แจ้ง 1555 กรุงเทพมหานคร(โดยสงวนสิทธิเผยแพร่ชื่อ)เพื่อประสานหน่วยงานที่เกี่ยวข้อง แก้ไขตามอำนาจหน้าที่ 1555 แจ้งว่า ดำเนินการแล้วแต่ดูแล้วไม่มีการเปลี่ยนแปลงอะไรทราบว่าแค่มีเจ้าหน้าที่ไม่ทราบหน่วยงานไหนมาดูและ1555 ยังแนะนำให้มาแจ้ง traffyfonduก็ไม่เข้าใจให้มาแจ้งอีกทำไม ทำไมไม่ประสานกันทั้งที่น่าจะเป็นหน่วยงานเดียวกันเรื่องง่ายทำไมทำให้ยาก สรุปหน่วยงานใดแก้ปัญหานี้ได้ก็โปรดดำเนินการก่อนที่ขยะจะมากไปกว่านี้ ทั้งนี้ขอสงวนสิทธิไม่เผยแพร่ชื่อหรือแสดงตัวในการแจ้งปัญหานี้ เพราะไม่ทราบผู้ใดนำขยะมาทิ้งเป็นผู้ใดอันอาจจะเป็นอันตรายได้เพราะขยะจำนวนที่นำมาทิ้งไม่น้อย,"เขตราชเทวี, กรุงเทพมหานคร",ความสะอาด,รอรับเรื่อง,2-ธ.ค.-67,22:08 น.,รอรับเรื่อง
2024-CUKFC7,2-ธ.ค.-67,21:55 น.,รอรับเรื่อง 11 ชั่วโมงที่แล้ว,เขตสัมพันธวงศ์,ซ. เยาวราช 19 มีกลิ่นเหม็นฉี่มากค่ะ อยากขอให้ทางเขต ให้รถน้ำมาฉีดล้างให้หน่อยค่ะ,"เขตสัมพันธวงศ์, ฝ่ายรักษาความสะอาดฯ เขตสัมพันธวงศ์, กรุงเทพมหานคร",ขอความช่วยเหลือ,รอรับเรื่อง,2-ธ.ค.-67,23:12 น.,ใช้เวลา 1 ชม. 18 นาที
2024-KW7PQA,2-ธ.ค.-67,21:18 น.,รอรับเรื่อง 11 ชั่วโมงที่แล้ว,เขตคลองเตย แขวงคลองเตย,จอดรถทางเท้า และ ในรถส่งกลิ่นเหม็นแรงมากเลยครับ จอดทั้งกลางวันและกลางคืน,"เขตคลองเตย, กรุงเทพมหานคร",ผิดกฎจราจร,รอรับเรื่อง,2-ธ.ค.-67,21:18 น.,รอรับเรื่อง
2024-FMYWNN,2-ธ.ค.-67,21:17 น.,รอรับเรื่อง 11 ชั่วโมงที่แล้ว,เขตสัมพันธวงศ์ แขวงจักรวรรดิ์,ผู้ค้าแผงลอยกลางคืน ตั้งร้านบนทางเท้า ท้าตีท้าต่อยกับผู้ค้าในอาคารทั้งที่ตั้งแผงค้าปิดประตูทางเข้าออกอาคาร,"เขตสัมพันธวงศ์, ฝ่ายเทศกิจ เขตสัมพันธวงศ์, กรุงเทพมหานคร",หาบเร่แผงลอย,รอรับเรื่อง,2-ธ.ค.-67,23:12 น.,ใช้เวลา 1 ชม. 56 นาที
2024-3QMPWA,2-ธ.ค.-67,21:14 น.,รอรับเรื่อง 11 ชั่วโมงที่แล้ว,เขตบางรัก แขวงสีลม,คนเร่ร่อนกลับมานอนที่เดิม วันที่ 2 ธันวาคม 67 เวลา 21.10 น,"เขตบางรัก, ฝ่ายพัฒนาชุมชนฯ เขตบางรัก, กรุงเทพมหานคร",คนเร่ร่อน,รอรับเรื่อง,2-ธ.ค.-67,22:43 น.,ใช้เวลา 1 ชม. 29 นาที
2024-MVDMF7,2-ธ.ค.-67,21:05 น.,รอรับเรื่อง 11 ชั่วโมงที่แล้ว,เขตวัฒนา แขวงคลองตันเหนือ,ไฟถนนดับทั้งซอย,"เขตวัฒนา, ฝ่ายโยธา เขตวัฒนา, กรุงเทพมหานคร",ไฟฟ้า,รอรับเรื่อง,3-ธ.ค.-67,08:53 น.,ใช้เวลา 11 ชม. 48 นาที
2024-HYT7Q9,2-ธ.ค.-67,21:05 น.,รอรับเรื่อง 11 ชั่วโมงที่แล้ว,,วิภาวดี 60 แยก 14 ช่วงถนนทางเข้าหมู่บ้าน เดอะ แกรนด์ และหมู่บ้าน เศรณีปาร์ค ผิวจราจรถนน ชำรุด และ ไหล่ ทาง ทั้ง2 ข้างถนน ชำรุด มาก รวมทั้ง ริมไหล่ทางทั้ง2 ข้างถนนก็ชำรุดด้วย เวลารถวิ่งสวนกัน จะตกไหล่ทางอาจทำให้ยางรถเสียหาย จึงเรียนมาเพื่อกรุณาพิจารณา ปรับปรุง ผิวจราจร ถนน ทั้งเส้นทางผิวจราจรไหล่ทางและริมไหล่ทางทั้งสองข้างทั้งเส้นทางด้วยครับ,"เขตหลักสี่, ฝ่ายโยธา เขตหลักสี่, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,3-ธ.ค.-67,08:30 น.,ใช้เวลา 11 ชม. 26 นาที
2024-C3L8VX,2-ธ.ค.-67,21:00 น.,รอรับเรื่อง 12 ชั่วโมงที่แล้ว,เขตปทุมวัน,ไล่ป้าไปยัง สร้างมลพิษทางเสียง,"เขตปทุมวัน, กรุงเทพมหานคร",เสียง,รอรับเรื่อง,2-ธ.ค.-67,21:00 น.,รอรับเรื่อง
2024-P6LH4L,2-ธ.ค.-67,20:58 น.,รอรับเรื่อง 12 ชั่วโมงที่แล้ว,เขตราชเทวี แขวงทุ่งพญาไท,สัญญาณไฟจราจร ต้น 4 สี่แยกตึกชัย ไฟแดงตรงดับ,"เขตราชเทวี, กรุงเทพมหานคร",อุปกรณ์ชำรุด,รอรับเรื่อง,2-ธ.ค.-67,20:58 น.,รอรับเรื่อง
2024-D3TMZW,2-ธ.ค.-67,20:48 น.,รอรับเรื่อง 12 ชั่วโมงที่แล้ว,เขตราชเทวี,ถนนไม่เรียบ ทางแยก ก่อนป้อม,"เขตราชเทวี, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,2-ธ.ค.-67,20:48 น.,รอรับเรื่อง
2024-MY2KMR,2-ธ.ค.-67,20:45 น.,รอรับเรื่อง 12 ชั่วโมงที่แล้ว,เขตคลองเตย แขวงพระโขนง,การขับขี่บนฟุตบาทของรถจักรยานยนต์ครับวันนี้ ผมเดินตั้งแต่แยกคลองเตย มาจนถึงจุดตัดสามแยกพระโขนง พบเจอรถจักรยานยนต์ขับขี่บนฟุตบาทที่เยอะๆ มี 3 ช่วงครับ1. ช่วงตรงข้าม รพ.เทพธาริน ไปจนถึงซอยที่เลี้ยวมาจากท้องฟ้าจำลอง2. ช่วงก่อนถึงเลี้ยวซ้ายเข้าซอยเพื่อไปออกที่เกทเวย์ เอกมัย3. เยอะที่สุด คือ ช่วงสุขุมวิท42 ไปจนถึงจุดตัดสามแยกพระโขนง ... ขี่กันประหนึ่งเป็นอีกเลนเลยครับอันนี้ คือ การขี่แบบปกติ ไม่รวมกรณีโชคไม่ดี มีการกระชากกระเป๋าบริเวณนี้ อยากให้ทางเจ้าหน้าที่ช่วยกันกวดขันมากกว่านี้ครับ เข้าใจนะครับ ว่า จราจรติดขัด แต่ผู้ใช้รถใช้ถนน ควรทำสิ่งที่ถูกต้องมากกว่าสิ่งที่ถูกใจครับ,"เขตคลองเตย, กรุงเทพมหานคร",ผิดกฎจราจร,รอรับเรื่อง,2-ธ.ค.-67,20:45 น.,รอรับเรื่อง
2024-P4MAV6,2-ธ.ค.-67,20:43 น.,รอรับเรื่อง 12 ชั่วโมงที่แล้ว,เขตบางรัก แขวง​มหา​พฤ​ฒ​า​ราม,ทางเท้าใชัไม่ได้ คนต้องลงมาบนถนน เสี่ยงรถชน,"เขตบางรัก, ฝ่ายเทศกิจ เขตบางรัก, กรุงเทพมหานคร",ทางเท้า,รอรับเรื่อง,2-ธ.ค.-67,22:42 น.,ใช้เวลา 2 ชม.
2024-NVZKAP,2-ธ.ค.-67,20:36 น.,รอรับเรื่อง 12 ชั่วโมงที่แล้ว,เขตราชเทวี แขวงมักกะสัน,ร้านนายหัวก๋วยเตี๋ยวหมูน้ำตกตั้งร้านบนฟุตบาทถังแก๊สวางแบบนี้ ความปลอดภัยของประชาชนอยู่ตรงไหน เขตราชเทวีปล่อยปะละเลยไม่ทำอะไรเลย,"เขตราชเทวี, กรุงเทพมหานคร",หาบเร่แผงลอย,รอรับเรื่อง,2-ธ.ค.-67,20:36 น.,รอรับเรื่อง
2024-8VV3DP,2-ธ.ค.-67,20:25 น.,รอรับเรื่อง 12 ชั่วโมงที่แล้ว,เขตจอมทอง แขวงบางมด,เสียงดังตลอดเวลา แม้ในเวลากลางคืน เหมือนเป็นโกดังใหม่มาเช่า ทำอะไรก็ไม่รู้ครับ,"เขตจอมทอง, ฝ่ายสิ่งแวดล้อมฯ เขตจอมทอง, กรุงเทพมหานคร",เสียง,รอรับเรื่อง,3-ธ.ค.-67,06:35 น.,ใช้เวลา 10 ชม. 11 นาที
2024-LWAFCP,2-ธ.ค.-67,20:22 น.,รอรับเรื่อง 12 ชั่วโมงที่แล้ว,,เสร็จสิ้น ตรงไหน??,"เขตหลักสี่, ฝ่ายโยธา เขตหลักสี่, กรุงเทพมหานคร",อื่นๆ,รอรับเรื่อง,3-ธ.ค.-67,08:30 น.,ใช้เวลา 12 ชม. 8 นาที
2024-ACULRP,2-ธ.ค.-67,20:21 น.,รอรับเรื่อง 12 ชั่วโมงที่แล้ว,,เริ่มมีความเย็น ออกด้านหลังอาคาร เวลา 20.12 น.และมีกลิ่นสเปรย์กลบกลิ่นส้วม เวลา 19 น. และ 20.15 น.ต่างกรรม ต่างวาระจะแจ้งสายตรวจให้มาช่วยเก็บภาพ ขอจนท.ร้องทุกข์เพิ่มเติมของปี 2567 มีคนฝ่าฝืนในอาคาร มากกว่า 1 คน.,"เขตหลักสี่, ฝ่ายโยธา เขตหลักสี่, สำนักสิ่งแวดล้อม กทม., กรุงเทพมหานคร",ฝุ่นควัน&กลิ่น&PM2.5,รอรับเรื่อง,3-ธ.ค.-67,08:29 น.,ใช้เวลา 12 ชม. 9 นาที
2024-V7TPCY,2-ธ.ค.-67,20:12 น.,รอรับเรื่อง 12 ชั่วโมงที่แล้ว,เขตคลองเตย แขวงพระโขนง,เผาใบไม้บ่อยมาก ได้รับผลกระทบทางอากาศ,"เขตคลองเตย, สำนักสิ่งแวดล้อม กทม., กรุงเทพมหานคร",ฝุ่นควัน&กลิ่น&PM2.5,รอรับเรื่อง,2-ธ.ค.-67,20:12 น.,รอรับเรื่อง
2024-NUW6A7,2-ธ.ค.-67,20:12 น.,รอรับเรื่อง 12 ชั่วโมงที่แล้ว,เขตวังทองหลาง แขวงพลับพลา,ร้านข้าวขาหมู ข้าวราดแกง ตรงข้ามสนง.เขตวังทองหลาง เจ้าของร้านเป็นต่างด้าวกัมพูชา ครับ,"เขตวังทองหลาง, กรุงเทพมหานคร",หาบเร่แผงลอย,รอรับเรื่อง,2-ธ.ค.-67,20:12 น.,รอรับเรื่อง
2024-7THE4Q,2-ธ.ค.-67,20:05 น.,รอรับเรื่อง 12 ชั่วโมงที่แล้ว,เขตลาดกระบัง แขวงคลองสามประเวศ,มีแผงลอยมาตั้งขายอาหาร และมีรถจอดซื้อช่วงเช้า ทำให้การจราจรติดขัด,"เขตลาดกระบัง, ฝ่ายเทศกิจ เขตลาดกระบัง, กรุงเทพมหานคร",หาบเร่แผงลอย,รอรับเรื่อง,2-ธ.ค.-67,21:47 น.,ใช้เวลา 1 ชม. 42 นาที
2024-H8B9EP,2-ธ.ค.-67,19:58 น.,รอรับเรื่อง 13 ชั่วโมงที่แล้ว,,ใข้ส่วนต่อเติม ที่มีคำสั่งของจพถ. และเปิดแอร์,"เขตหลักสี่, ฝ่ายโยธา เขตหลักสี่, กรุงเทพมหานคร",อาคารสถานที่ชำรุด,รอรับเรื่อง,3-ธ.ค.-67,08:29 น.,ใช้เวลา 12 ชม. 31 นาที
2024-K6RC9X,2-ธ.ค.-67,19:45 น.,รอรับเรื่อง 13 ชั่วโมงที่แล้ว,เขตธนบุรี แขวงตลาดพลู,แป้นสนามบาสฝั่งนึงเบี้ยวลงด้านล่างมากๆ จะหักแล้วค่ะ,"เขตธนบุรี, ฝ่ายพัฒนาชุมชนฯ เขตธนบุรี, กรุงเทพมหานคร",อุปกรณ์ชำรุด,รอรับเรื่อง,2-ธ.ค.-67,19:46 น.,ใช้เวลา 1 นาที
2024-98AXZL,2-ธ.ค.-67,19:39 น.,รอรับเรื่อง 13 ชั่วโมงที่แล้ว,เขตลาดกระบัง แขวงคลองสองต้นนุ่น,ผู้รับเหมาที่ทำงานที่นี่ โดนร้องเรียนไปหลายรอบแล้วสามสี่วันนี้เริ่มทำงานกลางคืนอีก ของที่เอามาเท ฝังกลบ มีกลิ่นเห็น ช่วยมาดำเนินการด้วยเถอะครับ,"เขตลาดกระบัง, ฝ่ายโยธา เขตลาดกระบัง, สำนักสิ่งแวดล้อม กทม., กรุงเทพมหานคร",ฝุ่นควัน&กลิ่น&PM2.5,รอรับเรื่อง,2-ธ.ค.-67,21:50 น.,ใช้เวลา 2 ชม. 11 นาที
2024-DDLZ43,2-ธ.ค.-67,19:32 น.,รอรับเรื่อง 13 ชั่วโมงที่แล้ว,เขตบางกอกใหญ่,มอเตอร์ไซค์เสียงก็ดังหมวกกันน็อคก็ไม่ไส่ เสียงดังทุกคืนเลย,"เขตบางกอกใหญ่, กรุงเทพมหานคร",เสียง,รอรับเรื่อง,2-ธ.ค.-67,19:32 น.,รอรับเรื่อง
2024-7E94HR,2-ธ.ค.-67,19:21 น.,รอรับเรื่อง 13 ชั่วโมงที่แล้ว,เขตมีนบุรี แขวงมีนบุรี,ไม่แสดงรายละเอียด,กรุงเทพโปร่งใส,กรุงเทพโปร่งใส,รอรับเรื่อง,2-ธ.ค.-67,19:21 น.,รอรับเรื่อง
2024-C7KYKV,2-ธ.ค.-67,19:16 น.,รอรับเรื่อง 13 ชั่วโมงที่แล้ว,,ฝ่าฝืน ใช้ส่วนต่อเติม เปิดแอร์ ด้านหลัง ชั้นบนและชั้นล่าง.เวลา 17 น. มัความเย็นออกจากอาคาร. คาดว่า เปิดประตูในส่วนที่ต่อเติม และ ประตูหน้าชั้นล่าง.ระหว่างวันมีคนอยู่ในอาคาร เวลา 9 น.มีกลิ่นอาหาร เวลา 12 น.ใช้สเปรย์น้ำหอมกลบกลิ่น.ช่องเปิด และผ้าชำรุด ยังไม่แก้ไข,"เขตหลักสี่, ฝ่ายโยธา เขตหลักสี่, สำนักสิ่งแวดล้อม กทม., กรุงเทพมหานคร",ฝุ่นควัน&กลิ่น&PM2.5,รอรับเรื่อง,3-ธ.ค.-67,08:29 น.,ใช้เวลา 13 ชม. 13 นาที
2024-FMN2NT,2-ธ.ค.-67,19:15 น.,รอรับเรื่อง 13 ชั่วโมงที่แล้ว,เขตหลักสี่ แขวงตลาดบางเขน,ถนนทรุดเป็นโพรงขนาดใหญ่มีรถสัรจนรถมดเตอร์ไชตกหลุมเกิดอุบัตติเหตุ,"เขตหลักสี่, ฝ่ายโยธา เขตหลักสี่, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,3-ธ.ค.-67,08:29 น.,ใช้เวลา 13 ชม. 14 นาที
2024-39E2RB,2-ธ.ค.-67,19:03 น.,รอรับเรื่อง 13 ชั่วโมงที่แล้ว,เขตดินแดง,ไฟริมทางถนนเสีย,"เขตดินแดง, ฝ่ายโยธา เขตดินแดง, กรุงเทพมหานคร",ไฟฟ้า,รอรับเรื่อง,3-ธ.ค.-67,08:02 น.,ใช้เวลา 12 ชม. 59 นาที
2024-LZN7Z2,2-ธ.ค.-67,19:01 น.,รอรับเรื่อง 14 ชั่วโมงที่แล้ว,เขตบางกอกใหญ่ แขวงวัดท่าพระ,เก็บขยะไม่หมดค่ะ,"เขตบางกอกใหญ่, กรุงเทพมหานคร",ความสะอาด,รอรับเรื่อง,2-ธ.ค.-67,19:01 น.,รอรับเรื่อง
2024-AEYVL6,2-ธ.ค.-67,18:50 น.,รอรับเรื่อง 14 ชั่วโมงที่แล้ว,เขตราชเทวี แขวงมักกะสัน,ไฟถนนด้านซ้ายมือดับตลอดแนวถนนจตุรทิศ,"เขตราชเทวี, กรุงเทพมหานคร",ไฟฟ้า,รอรับเรื่อง,2-ธ.ค.-67,18:50 น.,รอรับเรื่อง
